This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201712 CRSP database.,,,,,,,,,,,,,,,,,
It contains value- and equal-weighted returns for portfolios formed on NI.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural ,,,,,,,,,,,,,,,,
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Annual returns are from January to December.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Missing data are indicated by -99.99 or -999.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
The break points include utilities and include financials.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
The  portfolios  include utilities and include financials.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
  Value Weighted Returns -- Monthly,,,,,,,,,,,,,,,,,
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196307,0.52,0.25,-0.34,0.38,-0.46,0.18,-0.35,-0.97,0.6,1.39,-1.34,-1.05,0.32,-0.5,0.34,-1.3,1.17
196308,5.52,4.16,4.89,6.32,5.96,4.92,6.51,5.07,4.63,5.82,7.17,5.38,6.71,6.85,4.47,6.63,6.33
196309,-2.04,-2.36,-1.67,0.03,-1.07,-0.28,-2.04,-0.69,-3.1,-0.87,1.58,0.95,-3.72,-1.86,0.09,-1.97,-2.15
196310,0.42,1.33,2.71,6.07,5.34,2.82,0.99,1.74,4.15,8.48,2.01,5.79,4.72,2.82,2.82,0.35,1.99
196311,-0.86,-0.81,0.26,-3.27,-1.25,2.67,-1.04,0.17,0.4,-4.83,-0.48,-1.66,-0.67,-0.88,3.49,-1.16,-0.87
196312,2.73,2.98,2.71,1.1,3,1.8,1.28,1.31,4.74,1.68,0.11,2.64,3.5,2.94,1.55,1.68,0.67
196401,2.76,2.34,4.22,2.27,2.47,3.02,0.11,2.95,6.02,1.55,3.52,3.63,0.88,3.03,3.02,-0.25,0.65
196402,2.33,2.64,2.07,1.4,2.66,0.42,0.99,2.55,1.4,0.77,2.46,4.11,0.62,0.59,0.38,0.78,1.3
196403,2.69,2.73,1.87,1.16,2.79,0.06,0.97,1.8,1.97,1.19,1.1,3.14,2.28,1.01,-0.16,-0.22,2.8
196404,0.63,0.6,0.43,1.74,-2.2,1.36,0.64,-0.46,1.67,3.24,-0.76,-2.27,-2.11,0.04,1.66,1.15,-0.11
196405,1.74,1.92,1.09,2.5,2.44,0.51,0.66,0.48,1.91,3.29,1.14,3.72,0.56,-0.01,0.63,0.45,0.99
196406,1.44,1.34,0.8,1.87,0.65,3.75,1.23,0.87,0.7,1.47,2.56,0.8,0.41,1.22,4.32,1.94,0.16
196407,1.82,3.09,2.33,4.22,-0.61,2.69,0.61,2.44,2.02,3.11,4.93,-0.95,-0.43,2.49,2.86,0.08,1.44
196408,-1.99,-0.96,-1.07,0.24,-2.17,-0.51,-1.56,-1.01,-1.23,-0.72,0.85,-3.56,-1.39,-1.35,0.23,-1.71,-1.33
196409,3.02,3.18,3.58,3.61,0.84,3.77,4.47,3.59,3.56,3.48,3.69,1.41,0.53,3.52,3.99,5.64,2.67
196410,3.43,0.22,0.79,0.61,-1.05,1.71,0.1,0.54,1.49,1.46,0.08,-1.64,-0.73,2.56,0.97,-1.06,1.95
196411,1.91,0.3,1.45,-0.29,-0.67,0.33,-0.18,1.77,0.59,2.25,-1.89,-0.44,-0.8,-0.07,0.69,-0.79,0.77
196412,-0.49,-1.05,0.45,1.08,2.06,-0.56,0.51,0.88,-0.73,-0.19,1.92,-0.13,3.26,-1.58,0.33,0.63,0.34
196501,1.93,4.11,4.69,3.08,3.51,5.3,5.68,4.56,5.06,2.94,3.18,7.96,1.16,6.34,4.41,5.54,5.89
196502,-0.85,1.46,0.87,-0.07,1.45,0.49,3.14,0.21,2.68,1.35,-0.99,2.22,1.02,1.09,-0.03,2.97,3.39
196503,-2.27,-0.38,-2.08,-0.52,-0.72,-0.76,-1.37,-2.46,-1.04,-2.49,0.79,-0.26,-0.99,0.46,-1.83,-2.18,-0.16
196504,1.98,1.72,2.08,6.06,4.24,3.42,3.41,1.23,4.33,6.17,6,5.33,3.61,3.81,3.07,3.59,3.14
196505,0.03,-0.55,0.45,-2.01,0.92,-0.7,1.03,0.72,-0.26,-0.77,-2.81,-1.07,2.09,-1.27,-0.18,1.68,0.08
196506,-3.1,-5.32,-5.03,-5.43,-4.78,-5.23,-6.48,-4.77,-5.71,-4.2,-6.24,-5,-4.65,-4.64,-5.76,-5.56,-7.87
196507,2.26,2.42,1.63,0.25,3.81,2.08,0.53,0.82,2.72,0.27,0.23,4.1,3.62,2.99,0.9,0.12,1.92
196508,4.12,3.88,3.17,1.72,4.84,2.89,1.99,2.26,4.36,1.2,2.89,4.7,4.93,2.59,3.3,1.21,4.59
196509,3.5,2.25,2.38,4.16,4.33,4.74,1.71,2.52,2.2,5.34,1.54,6.67,2.85,5.15,4.21,1.18,3.43
196510,2.95,3.64,3.14,4,3.13,2.27,0.7,3.38,2.83,4.39,3.1,2.74,3.38,1.98,2.66,-0.42,4.2
196511,2.42,-0.12,-0.32,-0.59,1.14,1.92,-1.78,-0.97,0.54,-1.99,2.72,0.01,1.88,1.25,2.8,-2.96,1.75
196512,1.1,3.01,1.87,0.33,0.23,2.16,0.31,2.12,1.55,0.5,-0.05,2.99,-1.53,1.61,2.88,-0.19,1.74
196601,2.2,1.28,1.39,-0.55,1.68,1.37,-0.41,0.34,2.74,0.13,-2.05,1.66,1.69,0.78,2.14,-1.04,1.37
196602,-1.13,-2.3,-1.87,-2.01,0.88,-0.61,0.28,-1.72,-2.06,-2.82,-0.14,-1.95,2.76,0.65,-2.22,-0.19,1.55
196603,-1.82,-0.08,-2.33,-2.85,-0.34,-1.92,-3.86,-2.86,-1.66,-3.31,-1.83,-0.84,-0.02,-2.67,-0.93,-4.01,-3.46
196604,2.89,2.68,1.79,0.81,5.18,2.17,2.24,0.96,2.83,0.29,1.94,5.06,5.26,2.73,1.46,1.6,3.93
196605,-6.29,-5.21,-4.82,-5.5,-4.79,-5.28,-3.84,-3.97,-5.86,-5.97,-4.49,-7.23,-3.26,-6.53,-3.65,-3.33,-5.18
196606,0.43,-0.86,-1.72,-2.09,-0.97,-1.85,0.44,-1.35,-2.19,-2.61,-0.98,0.21,-1.68,-2.09,-1.55,0.64,-0.08
196607,-0.21,-1.18,-0.11,-2.37,-1.97,-1.97,-1.8,-0.8,0.57,-3.4,-0.72,-2.21,-1.45,-1.41,-3.09,-2.66,-0.84
196608,-6.39,-9.49,-7.45,-6.75,-7.31,-7.51,-8.29,-6.93,-7.97,-6.93,-6.47,-6.39,-9.37,-5.81,-10.95,-8.19,-8.4
196609,2.36,1.7,-1.9,0.13,-2.81,-0.89,-3.41,-5.12,1.32,-0.39,0.93,-3.65,-0.87,-0.84,-1,-3.3,-3.53
196610,7.1,6.67,2.55,4.21,2.72,6.28,0.7,4.66,0.57,4.17,4.27,2.4,3.43,8.34,1.92,0.95,0.42
196611,-0.7,0.11,0.6,0.75,6.72,1.3,6.86,1.24,-0.02,-0.02,1.93,8.78,2.11,-1.54,7.71,6.75,7
196612,-1.17,2.89,0.53,-1.77,0.13,1.84,2.15,1.12,-0.04,-3.02,0.11,-0.77,2.29,2.5,0.49,2.58,1.69
196701,6.32,6.93,9.16,7.47,9.71,7.73,11.07,8.36,9.96,7.27,7.76,9.11,11.09,6.96,9.35,10.62,11.57
196702,-0.2,-0.73,0.35,0.54,3.51,2.03,1.81,1.02,-0.3,-0.42,1.92,4.41,1.46,1.9,2.29,0.98,2.73
196703,4.19,2.99,3.87,2.64,5.48,5.28,6.71,3.58,4.17,2.92,2.25,6.16,3.88,4.63,6.61,7.27,6.1
196704,2.42,2.43,5.47,5.62,8.03,1.67,4.82,2.86,8.06,6.58,4.26,8.24,7.53,0.95,3.1,5.54,4.03
196705,-2.77,-2.96,-5.35,-4.8,-4.52,-4.74,-3.63,-4.97,-5.72,-6.46,-2.38,-4.55,-4.46,-5.62,-3.01,-4.85,-2.28
196706,2.46,2.08,-0.39,1.89,3.84,3.69,4.2,0.77,-1.51,1.19,2.87,4.07,3.28,3.98,3.14,2.08,6.49
196707,8.46,5.15,6.59,4.32,4.36,1.12,4.94,6.83,6.1,3.6,5.78,4.33,4.37,-1.06,3.55,4.14,5.87
196708,-0.95,-0.45,-0.67,-0.38,-0.66,-0.99,-1.04,-0.46,-1.08,-0.29,-0.56,-0.55,-0.72,-1.31,-0.65,0.15,-2.4
196709,2.77,1.05,4.13,2.75,3.68,4.96,2.25,3.62,5.17,3.36,1.53,1.88,4.71,3.15,6.87,1.75,2.85
196710,-3.82,-4.53,-3.13,-2.37,-2.86,0.22,-3.56,-2.28,-4.79,-1.05,-5.04,-5.51,-1.37,-3.14,3.65,-5.04,-1.83
196711,-0.19,1.14,-0.64,1.39,0.82,1.53,1.19,-0.84,-0.24,2.2,-0.33,-0.05,1.3,0.25,2.75,1.16,1.22
196712,2.43,3.35,3.81,3.32,3.62,2.07,4.11,3.53,4.36,3.42,3.1,5.25,2.76,1.69,2.43,3.07,5.27
196801,-2.74,-0.99,-3.67,-4.24,-6.7,-3.58,-6.11,-3.06,-4.86,-4.52,-3.64,-4.98,-7.64,-2.13,-4.92,-5.17,-7.14
196802,-3.02,-2.64,-2.13,-3.13,-3.93,-3.36,-4.96,-2.41,-1.57,-3.18,-3.04,-3.92,-3.93,-2.74,-3.94,-4.75,-5.2
196803,-0.51,-1.68,0.28,1.38,2.13,1.58,0.81,0.32,0.19,1.45,1.21,1.25,2.61,-0.44,3.51,1.57,-0.03
196804,9.91,7,7.56,9.39,12.48,8.67,10.62,6.83,8.99,9.26,9.65,11.99,12.74,6.13,11,9.74,11.63
196805,1.36,3.24,-0.24,3.8,5.4,2.07,3.4,-0.57,0.39,4.45,2.4,3.95,6.16,-0.48,4.3,3.26,3.57
196806,1.51,3.96,1.14,-0.22,-0.73,1.16,0.85,1.76,-0.05,-0.82,1.1,-0.52,-0.84,2.39,0.14,2.59,-1.1
196807,0.79,-0.28,-1.62,-2.52,-4.17,-2.82,-5.91,-1.12,-2.39,-1.1,-4,-3.63,-4.56,-1.91,-4.07,-4.82,-6.9
196808,2.12,1.65,1.91,1.19,2.12,1.52,1.43,1.31,2.85,1.74,0.6,1.67,2.44,1.48,1.57,0.99,1.84
196809,3.77,3.65,5.02,3.56,3.86,5.23,4.9,4.91,5.19,4.49,2.56,4.51,3.4,5.28,5.17,5.67,4.2
196810,1.95,2.56,2.4,-0.86,0.46,-1.16,0.68,3.8,0.23,0.72,-2.59,0.69,0.29,-0.93,-1.48,0.36,0.98
196811,5.8,5.99,3.22,6.22,6.11,8.61,7.2,2.44,4.48,5.7,6.82,7.11,5.38,9.24,7.72,6.27,8.07
196812,-4.34,-2.26,-3.77,-5.17,-3.09,-1.63,-3.27,-3.65,-3.95,-5.16,-5.19,-1.79,-4.04,-2.58,-0.28,-3.07,-3.45
196901,-0.9,0.8,1,-1.76,-0.68,-2.36,-2.22,0.13,2.37,0.11,-3.87,-0.3,-0.96,-2.76,-1.8,-1.49,-2.89
196902,-4.11,-5.02,-3.85,-3.84,-5.45,-7.15,-8.28,-2.86,-5.38,-4.21,-3.4,-6.3,-4.8,-7.08,-7.24,-7.49,-9
196903,4.31,1.82,4.4,3.36,3.25,2.04,2.35,3.92,5.15,1.25,5.8,2.61,3.73,0.72,3.87,1.83,2.84
196904,2.88,0.98,1.49,3.74,1.12,2.32,0.78,0.96,2.31,4.33,3.1,1.99,0.47,2.94,1.5,0.93,0.64
196905,1,0.39,-0.2,0.49,-0.22,0.67,-0.31,0.64,-1.49,1.16,-0.26,0.28,-0.59,1.53,-0.52,1.45,-1.99
196906,-6.29,-7.12,-6.59,-3.43,-6.69,-8.63,-8.15,-6.88,-6.15,-5.38,-1.21,-7.38,-6.17,-8.18,-9.26,-6.07,-10.21
196907,-6.91,-5.92,-5.6,-5.22,-6.16,-8.52,-9.01,-5.62,-5.56,-4.69,-5.47,-7.81,-5.26,-7.96,-9.07,-8.75,-9.31
196908,4.55,2.2,3.85,6.32,4.5,6.33,9.22,3.33,4.76,4.54,7.16,5.92,3.75,5.76,6.9,8.8,9.72
196909,-3.55,-1.64,-2.42,-0.77,-2.1,-4.21,-3.7,-2.73,-1.89,0.16,-1.2,-1.87,-2.23,-2.21,-6.17,-2.5,-5.11
196910,4.44,6.09,4.16,6.12,5.88,6.59,7.18,4.15,4.17,7.58,5.45,7.7,4.88,7.5,5.67,5.07,9.74
196911,-3.84,-4.93,-4.12,-1.68,-1.75,-4.16,-3.97,-4.57,-3.34,-2.69,-1.21,-3.88,-0.56,-5.52,-2.76,-3.15,-4.93
196912,-1.41,-2.16,-1.11,0.76,-3.77,-3.51,-3.66,-0.45,-2.2,1.07,0.62,-1.93,-4.78,-2.45,-4.59,-2.45,-5.09
197001,-6.23,-5.4,-8.19,-7.42,-5.31,-8.12,-12.5,-8.21,-8.16,-7.23,-7.5,-7.7,-3.98,-6.63,-9.66,-12.76,-12.18
197002,3.21,7.91,6.25,5.15,6.01,7.68,4.27,7.21,4.6,5.72,4.88,6.33,5.85,7.36,8.03,5.37,2.94
197003,2.14,0.86,1.17,-1.92,-0.09,-1.29,-4.86,1.69,0.27,-1.79,-1.97,-1.14,0.48,-1.12,-1.47,-4.39,-5.44
197004,-8.78,-9.13,-7.32,-10.31,-10.36,-13,-17.7,-7.63,-6.77,-9.31,-10.78,-11.14,-9.94,-13.16,-12.83,-15.94,-19.9
197005,-1.91,-5.36,-5.59,-6.43,-6.36,-7.66,-11.97,-5.55,-5.65,-7.6,-5.88,-8.06,-5.47,-9.58,-5.62,-12.21,-11.67
197006,-2.58,-4.17,-3.97,-5.03,-7.01,-5.11,-9.91,-3.07,-5.55,-1.49,-6.69,-4.01,-8.55,-5.71,-4.49,-9.3,-10.73
197007,10.15,7.19,7.08,4.96,7.5,7.17,7.56,7.3,6.46,9.48,2.12,7.81,7.05,5.12,9.56,7.01,8.5
197008,5.66,3.55,3.86,5.25,4.76,6.45,5.32,3.49,4.89,4.76,5.58,4.38,5.32,6.88,5.98,5.71,4.65
197009,2.22,4.74,1.36,6.86,5.57,6.62,8.55,0.77,2.93,5.37,7.86,4.9,6.53,7.09,6.1,7.21,10.85
197010,-0.38,-2.92,-0.71,-1.07,-3.51,-3.32,-3.05,-0.98,0,-2.72,0.01,-2.03,-5.58,-3.17,-3.48,-2.58,-3.83
197011,5.48,6.48,5.15,5.31,5.09,4.9,3.59,5.15,5.17,7.36,4.01,4.86,5.43,4.23,5.67,4.33,2.33
197012,5.69,5.74,7.07,5.45,7.17,6.11,5.82,7.77,5.24,5.67,5.3,6.56,8.05,4.77,7.64,5.1,7.06
197101,2.71,6.36,4.08,3.96,7.52,6.18,9.08,4.26,3.6,5.65,2.86,7.83,7.08,6.68,5.62,9.05,9.12
197102,2.76,2.09,-0.33,2.75,2.88,1.16,0.83,-1.05,1.62,1.72,3.45,2.5,3.41,1.22,1.1,0.65,1.13
197103,3.39,4.33,3.3,5.38,4.57,5.39,5.61,2.5,5.38,3.81,6.42,5.14,3.77,5.73,5.01,5.95,5.03
197104,4.46,0.98,3.36,2.37,5.54,3.41,3.54,3.12,3.97,3.92,1.37,5.66,5.36,4.06,2.67,3.03,4.4
197105,-3.7,-3.42,-3.52,-5.12,-2.57,-2.94,-4.12,-3.98,-2.36,-3.36,-6.29,-1.72,-3.79,-1.97,-4.06,-3.33,-5.44
197106,0.09,-0.46,0.55,-0.49,0.35,1.25,0.9,0.35,1.04,0.4,-1.09,1.42,-1.2,1.43,1.03,1.39,0.08
197107,-3.24,-4.55,-3.79,-5.6,-3.34,-3.36,-4.89,-4.2,-3.27,-6.13,-5.47,-3.42,-3.26,-2.49,-5.05,-3.69,-6.04
197108,3.78,4.7,4.4,5.85,4.94,2.52,2.79,3.23,5.88,5.64,5.91,5.1,4.79,1.67,4.24,0.57,4.98
197109,-0.84,-2,-0.11,-0.54,-0.16,0.12,-0.36,-0.04,-0.2,-1.46,-0.3,0.06,-0.35,0.68,-0.98,-0.13,-0.57
197110,-4.68,-3.64,-4.05,-3.44,-4.52,-4.43,-2.6,-3.35,-4.92,-4.85,-3.09,-4.6,-4.44,-4.6,-4.09,-0.68,-4.4
197111,0.06,-1.68,0.64,1.06,-0.23,-1.27,-0.85,1.17,-0.02,-0.65,1.48,-0.01,-0.44,-0.96,-1.9,-1.38,-0.33
197112,9.8,8.61,7.55,9.59,9.75,9.78,10.32,8.87,5.88,10.25,9.43,9.8,9.69,9.28,10.78,9.16,11.43
197201,2.57,4.7,1.34,3.16,2.63,2.16,3.86,1.17,1.55,1.86,3.48,3.27,2.06,2.03,2.43,2.37,5.25
197202,1.79,2.34,3.83,3.28,5.01,2.38,2.17,3.86,3.8,3.03,3.34,4.63,5.36,2.41,2.33,0.21,3.97
197203,-0.89,0.57,2.48,3.34,-0.39,-1.77,-1.29,1.44,3.83,1.25,3.84,1.13,-1.79,-1.95,-1.41,-0.88,-1.65
197204,1.34,-0.71,0.02,0.6,1.54,0.91,0.28,0.63,-0.76,0.2,0.69,1.6,1.48,0.53,1.66,-1.34,1.71
197205,0.71,0.53,1.27,3.08,1.8,1.79,1.17,2.06,0.25,1.76,3.38,1.15,2.41,2.49,0.43,0.04,2.14
197206,-1.94,-4.41,-1.53,-1.25,-2.11,-2.51,-2.66,-0.65,-2.68,-0.74,-1.36,-0.86,-3.27,-2.25,-3.03,-2.92,-2.44
197207,-1.84,-2.42,0.8,0.69,0.57,-1.75,-2.72,-0.07,2.32,0.94,0.22,1.66,-1.77,-0.22,-3.33,-1.38,-4.82
197208,5.8,4.86,3.36,3.62,3.74,2.55,2.4,3.7,2.76,3.5,3.85,3.26,4.81,0.96,4.25,3.01,1.4
197209,-1.21,-1.37,1.17,-0.5,-1.26,-2.04,-1.83,2.52,-1.15,0.14,-1.73,-0.92,-1.99,-2.11,-1.98,-1.49,-2.41
197210,1.15,1.98,1.05,1.6,-1.31,1.85,1,0.54,1.95,1.46,1.86,-2.11,0.44,1.52,2.19,2.39,-1.31
197211,6.49,6.59,4.97,3.24,4.03,5.88,6.87,6.12,2.96,3.58,2.59,3.53,5.12,5.94,5.83,8.22,4.53
197212,-0.83,-1.05,2.4,1.7,2.19,-0.58,-0.21,2.17,2.8,1.71,1.68,2.26,2.05,-0.38,-0.79,0.05,-0.67
197301,-0.6,-1.51,-3.31,-2.14,1.15,-5.46,-6.5,-3.36,-3.21,-0.97,-4.44,3.91,-4.73,-4.61,-6.33,-6.57,-6.37
197302,-5.74,-6.07,-2.85,-3.46,-3.39,-5.44,-5.56,-3.15,-2.32,-4.33,-1.69,-2.33,-5.85,-3.98,-6.97,-4.78,-6.96
197303,-0.93,1.44,-0.45,-0.22,0.24,-2.23,-2.73,-0.18,-0.91,-0.36,0.06,0.44,-0.24,-1.53,-2.98,-2.67,-2.84
197304,-3.37,-2.45,-3.05,-4.48,-5.23,-7.14,-6.96,-2.16,-4.61,-4.52,-4.4,-5.3,-5.06,-6.68,-7.64,-6.47,-7.86
197305,-6.07,-5.73,-1.62,0.36,-1.62,-1.49,-4.21,-1.52,-1.81,0.09,0.89,-1.54,-1.81,-1.16,-1.86,-2.14,-8.06
197306,-1.02,-1.9,-0.17,-0.7,-0.06,-2.13,-3.03,0.01,-0.5,0.07,-2.21,0.3,-0.94,-2.03,-2.25,-2.21,-4.64
197307,4.63,3.59,3.71,6.35,4.25,9.97,7.64,2.65,5.16,6.13,6.55,2.87,8.61,10.1,9.84,4.93,10.78
197308,-2.12,-2.94,-2.72,-3.66,-3.61,-3.46,-2.87,-3.2,-2.08,-3,-4.24,-3.13,-5.06,-3.75,-3.13,-2.68,-3.08
197309,7.78,7,5.81,4.44,2.34,6.41,8.98,4.32,7.78,5.05,3.9,0.77,7.09,6.68,6.12,7.65,10.43
197310,-1.96,0.2,0.1,0.23,1.03,0.05,-3.34,0.8,-0.79,0.21,0.24,1.63,-0.69,-0.39,0.54,-2.31,-4.43
197311,-15.3,-12.46,-9.9,-12.81,-9.19,-16.42,-15.02,-9.7,-10.16,-11.83,-13.7,-8.1,-12.39,-16.37,-16.47,-13.66,-16.51
197312,1.84,4.59,2.79,-0.65,0.84,0.73,0.49,4.17,0.98,-0.59,-0.71,1.46,-1.08,-1.01,2.62,0.36,0.63
197401,4.27,1.79,-2.71,0.32,-0.92,1.3,3.23,-3.23,-2.01,-1.1,1.62,-1.64,1.35,3.57,-1.07,2.98,3.52
197402,0.36,0.34,-1.81,-0.21,1.38,0.24,0.32,-1.61,-2.08,-0.19,-0.23,1.69,0.44,-0.55,1.11,1.08,-0.54
197403,-1.73,-2.22,-2.13,-1.69,-2.46,-2.39,-3.77,-1.97,-2.35,-2.87,-0.62,-2.52,-2.27,-1.38,-3.47,-3,-4.64
197404,-2.8,-5.21,-5.21,-2.5,-4.08,-4.48,-9.42,-4.99,-5.49,-3.25,-1.84,-3.94,-4.54,-3.54,-5.51,-11.14,-7.43
197405,-3.43,-4.68,-4.07,-1.25,-3.51,-2.68,-7.77,-4.48,-3.51,-2.18,-0.44,-2.69,-6.04,-1.14,-4.4,-7.3,-8.28
197406,-1.78,-2.04,-2.17,-0.28,-1.41,-3.92,-5.27,-2.96,-1.11,0.31,-0.78,-0.72,-3.62,-3.31,-4.64,-6.59,-3.81
197407,-5.47,-2.9,-9.99,-9.09,-8.14,-9.06,-5.8,-10.21,-9.79,-10.05,-7.86,-7.65,-9.06,-10.34,-7.57,-6.31,-5.09
197408,-7.38,-7.97,-9,-8.21,-9.49,-10.18,-9.47,-9.06,-8.95,-5.84,-11.2,-8.55,-11.28,-10.09,-10.29,-8.92,-10.24
197409,-9.79,-6.54,-16.1,-9.28,-12.51,-12.49,-9.31,-15.31,-16.82,-9.27,-9.28,-13.1,-11.34,-13.87,-10.93,-9.5,-9.04
197410,13.53,12.7,17.88,19.54,17.27,21.3,17.21,16.83,18.87,18.26,21.26,16.53,18.72,23.46,18.93,18.74,15.02
197411,-3.33,-2.55,-5.21,-5.13,-4.72,-2.76,-2.57,-5.95,-4.53,-4.93,-5.38,-4.41,-5.31,-2.09,-3.53,-2.95,-2.01
197412,-1.7,-3.14,-2.58,-1.75,-2.94,-3.97,-4.56,-4.81,-0.57,-1.6,-1.95,-2.54,-3.7,-3.02,-5.08,-3.99,-5.4
197501,15.89,16.89,13.48,11.49,13.28,11.14,18.95,12.8,14.07,13.62,8.72,12.62,14.57,6.65,16.5,17.15,21.63
197502,3.91,3.22,9.46,6.07,8.6,7.23,3.4,13.29,6.18,5.97,6.21,9.81,6.28,9.87,4.34,2.46,4.76
197503,3.19,5.62,3.21,2.74,2.59,3.18,2.87,3.61,2.84,2.6,2.93,1.64,4.46,3.56,2.73,3.03,2.65
197504,4.23,3.51,7.78,5.05,3.41,5.29,3.52,10.77,5.03,3.31,7.42,2.39,5.38,5.99,4.48,4.31,2.41
197505,6.86,5.29,6.86,3.49,5.1,5.62,7.07,4.81,8.86,2.25,5.11,5.64,4.09,3.73,7.85,7.51,6.45
197506,7.39,5.74,3.61,3.98,3.55,4.68,8.29,2.18,4.96,3.27,4.89,2.03,6.42,3.15,6.43,8.69,7.71
197507,-5.1,-5.02,-6.6,-6.12,-7.56,-7.99,-4.14,-6.02,-7.3,-4.98,-7.69,-8.46,-7.18,-7.56,-8.51,-4.76,-2.91
197508,-2.14,-2.84,-2.41,-1.35,-2.05,-3.5,-3.64,-1.71,-3.25,-0.97,-1.89,-1.46,-2.3,-2.89,-4.23,-3.98,-2.98
